.57,
2.49,
2.72,
2.98,
3.27,
3.60,
3.87,
4.12,
4.38,
4.60,
4.82,
4.91,
4.99,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.94,
4.86,
4.73,
4.58,
4.41,
4.16,
3.88,
3.52,
3.17,
2.85,
2.63,
2.39,
2.09,
1.74,
1.47,
1.24,
0.96,
0.72,
0.48,
0.39,
0.31,
0.21,
0.07,
0.00,
0.00,
0.06,
0.15,
0.26,
0.37,
0.46,
0.61,
0.78,
1.00,
1.29,
1.62,
1.99,
2.31,
2.55,
2.79,
3.06,
3.38,
3.70,
3.93,
4.19,
4.46,
4.68,
4.82,
0.00,
-1
,
-1
,
0.70,
0.87,
1.10,
1.43,
1.79,
2.15,
2.44,
2.66,
2.88,
3.18,
3.54,
3.81,
4.03,
4.31,
4.55,
4.77,
4.88,
4.93,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.93,
4.86,
4.75,
4.58,
4.41,
4.18,
3.88,
3.55,
3.18,
2.87,
2.64,
2.41,
2.09,
1.76,
1.47,
1.26,
0.96,
0.71,
0.48,
0.38,
0.29,
0.22,
0.07,
0.00,
0.00,
0.05,
0.13,
0.22,
0.34,
0.43,
0.58,
0.75,
0.95,
1.21,
1.52,
1.90,
2.24,
2.51,
2.74,
2.96,
3.28,
3.61,
3.84,
4.11,
4.39,
4.61,
4.78,
4.89,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
4.98,
4.90,
4.80,
4.70,
4.56,
4.37,
4.11,
3.78,
3.43,
3.09,
2.80,
2.56,
2.34,
2.02,
1.69,
1.40,
1.16,
0.88,
0.65,
0.44,
0.34,
0.00,
-1
,
-1
,
4.37,
4.15,
3.82,
3.48,
3.15,
2.83,
2.59,
2.35,
2.06,
1.72,
1.42,
1.18,
0.89,
0.65,
0.42,
0.31,
0.21,
0.12,
0.00,
0.00,
0.00,
0.00,
0.01,
0.10,
0.21,
0.31,
0.44,
0.60,
0.79,
1.06,
1.39,
1.74,
2.07,
2.35,
2.61,
2.83,
3.13,
3.46,
3.70,
3.98,
4.24,
4.45,
4.66,
4.77,
4.84,
4.96,
5.00,
5.00,
5.00,
5.00,
4.91,
4.83,
4.75,
4.61,
4.46,
4.29,
4.03,
3.74,
3.38,
3.02,
2.72,
2.49,
2.25,
1.97,
1.62,
1.34,
1.10,
0.82,
0.60,
0.37,
0.25,
0.18,
0.06,
0.00,
0.00,
0.00,
0.00,
0.03,
0.13,
0.24,
0.32,
0.48,
0.65,
0.85,
1.12,
1.46,
1.79,
2.15,
2.40,
2.63,
2.89,
3.19,
3.52,
3.77,
4.02,
4.30,
4.54,
4.68,
4.76,
0.00,
-1
,
-1
,
0.89,
1.17,
1.51,
1.85,
2.20,
2.46,
2.68,
2.93,
3.25,
3.56,
3.83,
4.08,
4.36,
4.58,
4.76,
4.86,
4.92,
5.00,
5.00,
5.00,
5.00,
5.00,
4.99,
4.87,
4.78,
4.68,
4.53,
4.32,
4.07,
3.75,
3.42,
3.07,
2.78,
2.55,
2.30,
1.97,
1.66,
1.37,
1.13,
0.86,
0.62,
0.42,
0.31,
0.24,
0.15,
0.03,
0.00,
0.00,
0.02,
0.10,
0.23,
0.34,
0.43,
0.60,
0.74,
0.97,
1.27,
1.62,
1.98,
2.31,
2.54,
2.76,
3.04,
3.36,
3.66,
3.91,
4.17,
4.43,
4.66,
4.81,
4.88,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
4.94,
4.87,
4.78,
4.65,
4.51,
4.27,
4.02,
3.68,
3.32,
2.97,
2.71,
2.48,
2.23,
1.92,
1.59,
1.32,
1.06,
0.79,
0.57,
0.36,
0.29,
0.21,
0.00,
-1
,
-1
,
4.02,
3.70,
3.36,
3.02,
2.70,
2.49,
2.25,
1.95,
1.60,
1.32,
1.07,
0.81,
0.55,
0.34,
0.23,
0.15,
0.06,
0.00,
0.00,
0.00,
0.00,
0.01,
0.12,
0.21,
0.29,
0.44,
0.61,
0.83,
1.10,
1.44,
1.79,
2.13,
2.38,
2.60,
2.86,
3.20,
3.49,
3.72,
3.99,
4.24,
4.46,
4.63,
4.71,
4.80,
4.92,
5.00,
5.00,
5.00,
4.91,
4.82,
4.73,
4.63,
4.49,
4.35,
4.15,
3.89,
3.55,
3.21,
2.85,
2.59,
2.35,
2.08,
1.75,
1.44,
1.20,
0.92,
0.66,
0.43,
0.23,
0.14,
0.08,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.08,
0.18,
0.27,
0.43,
0.60,
0.82,
1.12,
1.45,
1.81,
2.12,
2.38,
2.59,
2.85,
3.19,
3.48,
3.70,
3.98,
4.24,
4.45,
4.60,
4.68,
4.77,
0.00,
-1
,
-1
,
1.37,
1.71,
2.07,
2.40,
2.65,
2.87,
3.12,
3.45,
3.75,
3.97,
4.26,
4.53,
4.74,
4.89,
4.98,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.92,
4.83,
4.72,
4.57,
4.35,
4.07,
3.75,
3.41,
3.08,
2.82,
2.58,
2.33,
2.02,
1.68,
1.44,
1.19,
0.91,
0.70,
0.50,
0.43,
0.34,
0.23,
0.14,
0.07,
0.09,
0.20,
0.29,
0.40,
0.49,
0.60,
0.76,
0.95,
1.20,
1.51,
1.86,
2.20,
2.51,
2.72,
2.95,
3.24,
3.58,
3.86,
4.10,
4.35,
4.61,
4.80,
4.90,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.96,
4.89,
4.80,
4.65,
4.49,
4.26,
3.98,
3.63,
3.30,
2.96,
2.73,
2.48,
2.22,
1.88,
1.59,
1.35,
1.08,
0.83,
0.62,
0.47,
0.40,
0.30,
0.18,
0.00,
-1
,
-1
,
3.51,
3.18,
2.84,
2.58,
2.34,
2.09,
1.77,
1.44,
1.20,
0.92,
0.67,
0.45,
0.24,
0.15,
0.06,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.08,
0.18,
0.26,
0.43,
0.60,
0.81,
1.11,
1.47,
1.80,
2.13,
2.37,
2.59,
2.85,
3.20,
3.48,
3.71,
3.97,
4.25,
4.46,
4.60,
4.70,
4.78,
4.91,
5.00,
5.00,
5.00,
4.90,
4.80,
4.71,
4.62,
4.48,
4.34,
4.12,
3.83,
3.52,
3.18,
2.84,
2.57,
2.33,
2.07,
1.75,
1.42,
1.17,
0.91,
0.65,
0.43,
0.24,
0.14,
0.06,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.08,
0.17,
0.26,
0.43,
0.60,
0.82,
1.12,
1.44,
1.78,
2.12,
2.36,
2.61,
2.87,
3.18,
3.48,
3.70,
3.99,
4.26,
4.45,
4.61,
4.70,
4.80,
4.92,
0.00,
-1
,
-1
,
1.62,
1.98,
2.28,
2.50,
2.73,
3.02,
3.35,
3.63,
3.87,
4.14,
4.39,
4.61,
4.72,
4.78,
4.89,
5.00,
5.00,
5.00,
5.00,
4.93,
4.82,
4.73,
4.63,
4.50,
4.34,
4.10,
3.81,
3.46,
3.11,
2.79,
2.55,
2.30,
2.03,
1.70,
1.37,
1.15,
0.87,
0.63,
0.40,
0.25,
0.19,
0.08,
0.00,
0.00,
0.00,
0.00,
0.00,
0.08,
0.18,
0.28,
0.40,
0.55,
0.75,
0.99,
1.33,
1.66,
2.00,
2.31,
2.53,
2.76,
3.07,
3.41,
3.67,
3.91,
4.18,
4.41,
4.61,
4.71,
4.80,
4.89,
5.00,
5.00,
5.00,
5.00,
4.92,
4.82,
4.73,
4.61,
4.46,
4.29,
4.06,
3.75,
3.42,
3.07,
2.76,
2.53,
2.28,
1.99,
1.65,
1.38,
1.12,
0.83,
0.59,
0.39,
0.27,
0.18,
0.07,
0.00,
0.00,
0.00,
-1
,
-1
,
3.28,
2.95,
2.69,
2.47,
2.20,
1.85,
1.57,
1.32,
1.05,
0.79,
0.55,
0.43,
0.33,
0.24,
0.13,
0.00,
0.00,
0.03,
0.13,
0.23,
0.32,
0.42,
0.54,
0.70,
0.90,
1.18,
1.49,
1.84,
2.17,
2.45,
2.69,
2.91,
3.22,
3.54,
3.81,
4.06,
4.35,
4.56,
4.75,
4.86,
4.92,
5.00,
5.00,
5.00,
5.00,
5.00,
4.99,
4.90,
4.81,
4.71,
4.55,
4.35,
4.11,
3.79,
3.47,
3.12,
2.81,
2.58,
2.34,
2.04,
1.71,
1.43,
1.20,
0.91,
0.65,
0.44,
0.33,
0.24,
0.14,
0.02,
0.00,
0.00,
0.00,
0.08,
0.18,
0.30,
0.39,
0.54,
0.69,
0.90,
1.17,
1.51,
1.87,
2.21,
2.45,
2.67,
2.92,
3.24,
3.55,
3.80,
4.07,
4.34,
4.55,
4.72,
4.79,
4.89,
5.00,
5.00,
5.00,
0.00,
-1
,
-1
,
2.21,
2.49,
2.69,
2.93,
3.25,
3.56,
3.84,
4.08,
4.35,
4.57,
4.78,
4.85,
4.95,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.90,
4.81,
4.70,
4.56,
4.35,
4.13,
3.80,
3.47,
3.09,
2.80,
2.58,
2.35,
2.02,
1.69,
1.42,
1.16,
0.88,
0.67,
0.44,
0.36,
0.27,
0.16,
0.05,
0.00,
0.00,
0.04,
0.16,
0.24,
0.34,
0.43,
0.58,
0.74,
0.98,
1.26,
1.60,
1.95,
2.29,
2.52,
2.75,
3.02,
3.35,
3.65,
3.89,
4.16,
4.42,
4.65,
4.79,
4.89,
4.99,
5.00,
5.00,
5.00,
5.00,
5.00,
4.96,
4.85,
4.78,
4.67,
4.50,
4.30,
4.02,
3.69,
3.35,
3.00,
2.73,
2.50,
2.23,
1.91,
1.60,
1.34,
1.09,
0.82,
0.58,
0.41,
0.31,
0.22,
0.12,
0.01,
0.00,
0.00,
0.00,
-1
,
-1
,
2.88,
2.65,
2.41,
2.09,
1.76,
1.49,
1.25,
0.99,
0.75,
0.53,
0.41,
0.33,
0.23,
0.11,
0.04,
0.01,
0.07,
0.17,
0.30,
0.39,
0.49,
0.63,
0.78,
1.03,
1.31,
1.66,
2.02,
2.32,
2.57,
2.81,
3.06,
3.39,
3.68,
3.92,
4.21,
4.47,
4.69,
4.83,
4.92,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.89,
4.81,
4.68,
4.52,
4.31,
4.04,
3.70,
3.35,
3.02,
2.74,
2.54,
2.27,
1.91,
1.60,
1.36,
1.08,
0.84,
0.58,
0.41,
0.35,
0.24,
0.16,
0.03,
0.00,
0.00,
0.08,
0.17,
0.25,
0.35,
0.46,
0.63,
0.82,
1.05,
1.33,
1.66,
2.02,
2.32,
2.56,
2.79,
3.07,
3.40,
3.71,
3.93,
4.21,
4.45,
4.65,
4.78,
4.88,
4.97,
5.00,
5.00,
5.00,
5.00,
0.00,
-1
,
-1
,
2.66,
2.89,
3.16,
3.51,
3.79,
4.01,
4.29,
4.56,
4.76,
4.89,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.89,
4.79,
4.68,
4.51,
4.31,
4.02,
3.71,
3.37,
3.01,
2.76,
2.52,
2.26,
1.93,
1.60,
1.37,
1.11,
0.82,
0.58,
0.43,
0.33,
0.24,
0.15,
0.03,
0.00,
0.01,
0.10,
0.19,
0.32,
0.41,
0.51,
0.67,
0.85,
1.11,
1.44,
1.77,
2.13,
2.44,
2.65,
2.89,
3.19,
3.53,
3.82,
4.06,
4.35,
4.57,
4.79,
4.89,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.96,
4.85,
4.76,
4.60,
4.45,
4.22,
3.95,
3.64,
3.31,
2.99,
2.78,
2.58,
2.32,
1.96,
1.71,
1.50,
1.24,
1.00,
0.79,
0.69,
0.61,
0.53,
0.42,
0.33,
0.34,
0.38,
0.49,
0.00,
-1
,
-1
,
1.95,
1.72,
1.42,
1.15,
0.95,
0.70,
0.45,
0.26,
0.10,
0.04,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.11,
0.20,
0.31,
0.45,
0.61,
0.84,
1.10,
1.43,
1.76,
2.05,
2.27,
2.48,
2.71,
3.03,
3.30,
3.49,
3.75,
4.00,
4.15,
4.26,
4.33,
4.41,
4.53,
4.61,
4.59,
4.55,
4.47,
4.35,
4.26,
4.17,
4.04,
3.92,
3.70,
3.45,
3.14,
2.83,
2.53,
2.30,
2.09,
1.88,
1.57,
1.28,
1.08,
0.84,
0.59,
0.41,
0.26,
0.18,
0.13,
0.02,
0.00,
0.00,
0.00,
0.04,
0.13,
0.25,
0.34,
0.46,
0.62,
0.80,
1.04,
1.31,
1.63,
1.97,
2.26,
2.45,
2.69,
2.95,
3.28,
3.51,
3.72,
3.98,
4.20,
4.39,
4.47,
4.55,
4.64,
4.75,
4.81,
4.79,
4.73,
4.64,
0.00,
-1
,
-1
,
2.37,
2.62,
2.90,
3.15,
3.36,
3.59,
3.79,
3.98,
4.04,
4.09,
4.17,
4.27,
4.32,
4.28,
4.19,
4.10,
3.98,
3.88,
3.75,
3.60,
3.46,
3.20,
2.91,
2.57,
2.24,
1.96,
1.74,
1.49,
1.24,
0.92,
0.66,
0.44,
0.16,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.06,
0.14,
0.23,
0.39,
0.58,
0.80,
1.09,
1.40,
1.71,
1.99,
2.18,
2.38,
2.66,
2.94,
3.18,
3.40,
3.63,
3.84,
4.01,
4.08,
4.13,
4.22,
4.33,
4.36,
4.34,
4.26,
4.15,
4.04,
3.92,
3.82,
3.65,
3.51,
3.27,
2.99,
2.66,
2.31,
2.01,
1.80,
1.57,
1.30,
0.99,
0.70,
0.49,
0.21,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
-1
,
-1
,
2.37,
2.04,
1.77,
1.59,
1.33,
1.10,
0.90,
0.78,
0.71,
0.65,
0.54,
0.47,
0.47,
0.56,
0.68,
0.79,
0.87,
0.96,
1.10,
1.27,
1.48,
1.74,
2.08,
2.39,
2.70,
2.94,
3.17,
3.42,
3.69,
3.99,
4.21,
4.43,
4.70,
4.89,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.96,
4.87,
4.74,
4.59,
4.41,
4.20,
3.92,
3.59,
3.24,
2.98,
2.78,
2.55,
2.28,
1.96,
1.71,
1.49,
1.24,
1.02,
0.86,
0.77,
0.73,
0.64,
0.56,
0.49,
0.51,
0.61,
0.74,
0.87,
0.98,
1.06,
1.20,
1.37,
1.62,
1.91,
2.24,
2.57,
2.88,
3.07,
3.29,
3.54,
3.87,
4.11,
4.32,
4.57,
4.80,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.89,
0.00,
-1
,
-1
,
2.97,
3.27,
3.49,
3.71,
3.96,
4.14,
4.31,
4.38,
4.44,
4.53,
4.62,
4.68,
4.61,
4.54,
4.44,
4.35,
4.26,
4.13,
3.99,
3.81,
3.57,
3.26,
2.93,
2.61,
2.36,
2.16,
1.93,
1.63,
1.33,
1.08,
0.87,
0.62,
0.38,
0.22,
0.14,
0.07,
0.00,
0.00,
0.00,
0.00,
0.00,
0.02,
0.12,
0.25,
0.34,
0.47,
0.62,
0.83,
1.10,
1.45,
1.77,
2.09,
2.32,
2.53,
2.78,
3.07,
3.33,
3.56,
3.83,
4.06,
4.24,
4.36,
4.42,
4.50,
4.59,
4.67,
4.70,
4.63,
4.54,
4.44,
4.33,
4.23,
4.12,
3.96,
3.77,
3.50,
3.19,
2.87,
2.57,
2.30,
2.09,
1.87,
1.57,
1.27,
1.04,
0.80,
0.55,
0.39,
0.23,
0.16,
0.08,
0.00,
0.00,
0.00,
0.00,
0.01,
0.10,
0.21,
0.28,
0.00,
-1
,
-1
,
1.36,
1.07,
0.85,
0.55,
0.30,
0.09,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.07,
0.16,
0.30,
0.46,
0.66,
0.91,
1.25,
1.57,
1.92,
2.21,
2.42,
2.66,
2.98,
3.30,
3.56,
3.81,
4.08,
4.31,
4.50,
4.57,
4.66,
4.76,
4.85,
4.94,
4.92,
4.83,
4.71,
4.62,
4.53,
4.40,
4.27,
4.07,
3.84,
3.49,
3.14,
2.80,
2.50,
2.27,
2.02,
1.72,
1.37,
1.11,
0.86,
0.60,
0.33,
0.11,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.00,
0.01,
0.12,
0.21,
0.33,
0.49,
0.69,
0.97,
1.30,
1.64,
1.99,
2.24,
2.48,
2.75,
3.04,
3.36,
3.61,
3.87,
4.13,
4.35,
4.53,
4.60,
4.69,
4.81,
4.92,
4.98,
4.94,
4.85,
4.74,
4.66,
4.56,
0.00,
-1
,
-1
,
3.91,
4.11,
4.34,
4.57,
4.80,
4.91,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.98,
4.88,
4.81,
4.67,
4.51,
4.33,
4.07,
3.78,
3.47,
3.14,
2.89,
2.69,
2.47,
2.18,
1.87,
1.63,
1.40,
1.15,
0.96,
0.80,
0.70,
0.64,
0.55,
0.46,
0.42,
0.45,
0.55,
0.63,
0.73,
0.84,
0.92,
1.09,
1.27,
1.50,
1.77,
2.08,
2.41,
2.71,
2.93,
3.13,
3.40,
3.71,
3.97,
4.17,
4.41,
4.63,
4.80,
4.92,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.93,
4.86,
4.77,
4.63,
4.50,
4.28,
4.01,
3.70,
3.37,
3.06,
2.83,
2.61,
2.38,
2.06,
1.80,
1.59,
1.32,
1.08,
0.89,
0.75,
0.68,
0.62,
0.49,
0.40,
0.40,
0.46,
0.55,
0.65,
0.75,
0.83,
0.96,
0.00,
-1
,
-1
,
1.58,
1.34,
1.08,
0.84,
0.65,
0.53,
0.45,
0.37,
0.26,
0.17,
0.20,
0.30,
0.40,
0.49,
0.58,
0.68,
0.86,
1.06,
1.28,
1.57,
1.92,
2.27,
2.58,
2.80,
3.04,
3.29,
3.63,
3.95,
4.16,
4.44,
4.70,
4.90,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.92,
4.84,
4.71,
4.55,
4.32,
4.03,
3.70,
3.36,
3.02,
2.78,
2.56,
2.28,
1.95,
1.66,
1.43,
1.18,
0.92,
0.71,
0.56,
0.44,
0.37,
0.26,
0.17,
0.14,
0.19,
0.27,
0.38,
0.48,
0.57,
0.69,
0.87,
1.08,
1.33,
1.68,
2.04,
2.38,
2.63,
2.88,
3.12,
3.44,
3.74,
4.00,
4.25,
4.53,
4.75,
4.91,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.95,
4.89,
4.77,
4.62,
0.00,
-1
,
-1
,
4.04,
4.31,
4.57,
4.79,
4.93,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.92,
4.83,
4.69,
4.53,
4.34,
4.07,
3.74,
3.40,
3.05,
2.82,
2.59,
2.33,
2.02,
1.70,
1.43,
1.17,
0.89,
0.68,
0.49,
0.38,
0.30,
0.19,
0.09,
0.05,
0.06,
0.15,
0.25,
0.34,
0.44,
0.56,
0.73,
0.94,
1.18,
1.49,
1.83,
2.19,
2.50,
2.72,
2.98,
3.28,
3.62,
3.88,
4.13,
4.42,
4.64,
4.86,
4.96,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.97,
4.88,
4.80,
4.63,
4.47,
4.22,
3.94,
3.59,
3.26,
2.94,
2.71,
2.49,
2.21,
1.89,
1.58,
1.35,
1.08,
0.81,
0.60,
0.46,
0.37,
0.28,
0.14,
0.05,
0.04,
0.10,
0.21,
0.29,
0.39,
0.47,
0.63,
0.78,
0.00,
-1
,
-1
,
1.21,
0.94,
0.72,
0.52,
0.43,
0.33,
0.23,
0.13,
0.04,
0.08,
0.20,
0.29,
0.38,
0.49,
0.60,
0.78,
0.96,
1.19,
1.52,
1.87,
2.22,
2.54,
2.75,
2.98,
3.27,
3.60,
3.91,
4.14,
4.43,
4.67,
4.87,
4.96,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.97,
4.88,
4.79,
4.65,
4.49,
4.24,
3.95,
3.57,
3.24,
2.94,
2.70,
2.48,
2.19,
1.83,
1.53,
1.33,
1.06,
0.81,
0.58,
0.45,
0.35,
0.26,
0.16,
0.06,
0.06,
0.10,
0.20,
0.32,
0.40,
0.52,
0.65,
0.83,
1.04,
1.30,
1.67,
2.02,
2.35,
2.60,
2.83,
3.11,
3.42,
3.74,
3.97,
4.24,
4.52,
4.73,
4.88,
4.99,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.93,
4.85,
4.72,
4.57,
4.38,
0.00,
-1
,
-1
,
4.37,
4.61,
4.84,
4.94,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.90,
4.80,
4.65,
4.50,
4.29,
4.01,
3.69,
3.34,
3.00,
2.75,
2.53,
2.27,
1.94,
1.64,
1.41,
1.13,
0.87,
0.64,
0.51,
0.44,
0.35,
0.24,
0.13,
0.10,
0.16,
0.26,
0.37,
0.47,
0.56,
0.69,
0.84,
1.03,
1.31,
1.63,
1.99,
2.33,
2.60,
2.84,
3.08,
3.40,
3.71,
3.97,
4.22,
4.50,
4.71,
4.88,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.95,
4.86,
4.75,
4.57,
4.37,
4.14,
3.86,
3.53,
3.18,
2.87,
2.65,
2.42,
2.11,
1.78,
1.51,
1.29,
1.00,
0.76,
0.57,
0.46,
0.38,
0.29,
0.18,
0.09,
0.10,
0.17,
0.29,
0.41,
0.51,
0.60,
0.75,
0.92,
1.15,
0.00,
-1
,
-1
,
0.92,
0.68,
0.50,
0.43,
0.35,
0.23,
0.14,
0.09,
0.13,
0.22,
0.31,
0.42,
0.52,
0.64,
0.81,
1.01,
1.27,
1.57,
1.91,
2.28,
2.57,
2.78,
3.02,
3.30,
3.63,
3.92,
4.17,
4.45,
4.66,
4.87,
4.97,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.95,
4.87,
4.79,
4.63,
4.48,
4.23,
3.91,
3.57,
3.22,
2.90,
2.67,
2.46,
2.17,
1.81,
1.54,
1.31,
1.04,
0.79,
0.56,
0.44,
0.38,
0.29,
0.18,
0.06,
0.09,
0.16,
0.25,
0.38,
0.46,
0.55,
0.68,
0.87,
1.10,
1.38,
1.72,
2.06,
2.38,
2.63,
2.87,
3.12,
3.45,
3.76,
4.01,
4.28,
4.54,
4.74,
4.88,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.92,
4.83,
4.70,
4.54,
4.36,
4.08,
0.00,
-1
,
-1
,
4.61,
4.82,
4.93,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.99,
4.89,
4.79,
4.67,
4.49,
4.28,
4.00,
3.64,
3.29,
2.98,
2.74,
2.48,
2.22,
1.90,
1.62,
1.38,
1.09,
0.85,
0.61,
0.49,
0.41,
0.30,
0.21,
0.10,
0.07,
0.12,
0.22,
0.33,
0.43,
0.51,
0.65,
0.81,
1.02,
1.29,
1.63,
1.97,
2.32,
2.59,
2.82,
3.06,
3.37,
3.70,
3.94,
4.21,
4.46,
4.69,
4.86,
4.96,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.94,
4.86,
4.75,
4.57,
4.41,
4.16,
3.84,
3.50,
3.14,
2.85,
2.64,
2.41,
2.13,
1.75,
1.49,
1.27,
1.00,
0.74,
0.55,
0.43,
0.37,
0.28,
0.17,
0.07,
0.10,
0.18,
0.29,
0.40,
0.48,
0.58,
0.72,
0.90,
1.16,
1.45,
0.00,
-1
,
-1
,
0.70,
0.53,
0.44,
0.35,
0.26,
0.14,
0.08,
0.12,
0.20,
0.33,
0.44,
0.51,
0.62,
0.79,
0.97,
1.24,
1.53,
1.89,
2.25,
2.53,
2.76,
2.99,
3.26,
3.60,
3.91,
4.12,
4.40,
4.65,
4.84,
4.95,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.96,
4.88,
4.79,
4.63,
4.48,
4.23,
3.95,
3.61,
3.25,
2.92,
2.68,
2.47,
2.20,
1.87,
1.54,
1.34,
1.08,
0.82,
0.60,
0.45,
0.38,
0.29,
0.18,
0.10,
0.07,
0.13,
0.25,
0.36,
0.44,
0.55,
0.71,
0.86,
1.09,
1.36,
1.68,
2.04,
2.38,
2.64,
2.86,
3.11,
3.43,
3.75,
3.98,
4.25,
4.51,
4.71,
4.88,
4.96,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.93,
4.84,
4.71,
4.55,
4.35,
4.09,
3.77,
0.00,
-1
,
-1
,
4.80,
4.89,
4.99,
5.00,
5.00,
5.00,
5.00,
5.00,
5.00,
4.99,
4.91,
4.80,
4.65,
4.50,
4.30,
4.02,
3.70,
3.32,
2.98,
2.76,
2.49,
2.24,
1.91,
1.61,
1.37,
1.11,
0.81,
0.59,
0.46,
0.40,
0.31,
0.18,
0.07,
0.04,
0.10,
0.19,
0.29,
0.40,
0.50,
0.63,
0.79,
1.00,
1.27,
1.59,
1.96,
2.31,
2.57,
2.79,
3.03,
3.33,
3.67,
3.92,
4.18,
4.45,
4.67,
4.83,
4.93,
5.00,
5.00,
5.00,
5.00,
